age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,two_year_recid,c_jail_in,c_jail_out
38,M,African-American,25 - 45,Medium,Male,7,-1,6,0,0,3/27/2013 11:16,10/11/2013 6:18
31,F,African-American,25 - 45,Medium,Male,0,-1,5,0,0,8/29/2013 3:49,9/6/2013 4:06
28,F,Caucasian,25 - 45,Medium,Male,0,0,7,0,0,8/16/2013 12:31,10/9/2013 3:10
21,F,Hispanic,Less than 25,Medium,Male,2,-1,7,1,1,10/12/2014 11:11,10/15/2014 1:25
39,F,African-American,25 - 45,High,Male,1,-1,8,0,0,3/29/2013 11:09,3/30/2013 10:17
34,F,African-American,25 - 45,Medium,Male,22,-1,7,1,1,3/11/2013 8:02,3/12/2013 10:19
45,M,Hispanic,Greater than 45,Low,Male,0,0,1,0,0,3/31/2014 1:28,4/1/2014 4:42
24,M,African-American,Less than 25,High,Male,0,-1,9,1,1,3/27/2013 7:55,4/11/2013 12:11
27,F,African-American,25 - 45,Medium,Male,9,-1,7,1,1,9/18/2014 8:58,9/19/2014 1:56
30,F,Hispanic,25 - 45,Low,Male,0,0,1,0,0,3/6/2014 2:54,3/6/2014 8:15
43,F,African-American,25 - 45,Low,Male,2,0,1,0,0,4/4/2013 9:42,4/5/2013 6:24
26,F,African-American,25 - 45,Low,Male,1,-1,4,0,0,10/11/2013 9:46,10/12/2013 7:56
32,F,African-American,25 - 45,Low,Male,7,-1,2,1,0,2/10/2013 9:25,2/15/2013 10:47
57,F,Caucasian,Greater than 45,Low,Female,2,-1,1,0,0,11/25/2013 7:35,11/26/2013 2:01
40,M,Caucasian,25 - 45,Low,Female,0,0,1,0,0,3/1/2013 5:42,3/1/2013 7:38
33,F,Caucasian,25 - 45,Medium,Male,6,-1,6,1,1,8/21/2014 6:34,1/20/2015 12:41
30,F,African-American,25 - 45,Medium,Male,2,-1,5,1,1,8/5/2013 8:20,8/6/2013 8:43
29,M,Caucasian,25 - 45,High,Male,1,-1,10,0,0,3/18/2013 1:24,3/29/2013 6:02
36,M,African-American,25 - 45,Low,Male,2,-4,2,0,0,2/25/2013 2:38,2/25/2013 8:51
35,F,African-American,25 - 45,High,Male,6,0,8,1,1,3/29/2013 10:59,3/30/2013 8:37
49,M,Hispanic,Greater than 45,Low,Male,0,-1,2,0,0,5/21/2013 7:55,5/22/2013 8:28
26,F,Hispanic,25 - 45,High,Male,5,0,9,1,1,2/11/2013 12:54,2/11/2013 10:02
21,F,African-American,Less than 25,Medium,Male,2,-1,5,1,1,8/21/2014 8:49,8/29/2014 11:56
49,F,African-American,Greater than 45,Medium,Male,29,-1,6,1,1,1/24/2014 7:02,1/25/2014 2:23
37,M,African-American,25 - 45,High,Female,23,0,8,1,1,2/10/2014 12:40,2/10/2014 1:59
33,M,Hispanic,25 - 45,Low,Male,0,-1,2,0,0,5/27/2013 9:13,5/28/2013 1:06
29,F,African-American,25 - 45,Low,Male,3,0,2,1,1,8/15/2014 12:52,8/15/2014 2:28
25,F,African-American,25 - 45,Medium,Male,1,0,5,1,1,6/11/2014 4:13,6/12/2014 3:47
20,F,African-American,Less than 25,High,Male,2,-1,8,1,1,10/24/2013 8:27,11/26/2013 12:02
55,F,African-American,Greater than 45,Low,Male,5,-1,4,0,0,1/5/2013 5:44,11/2/2013 4:12
26,M,Caucasian,25 - 45,Low,Male,0,-1,4,0,0,4/19/2013 5:42,4/20/2013 7:58
52,F,Caucasian,Greater than 45,Low,Female,6,-13,1,0,0,1/30/2013 12:51,2/6/2013 9:57
52,F,African-American,Greater than 45,High,Male,16,-1,8,1,1,8/29/2013 11:56,8/30/2013 8:01
27,F,Hispanic,25 - 45,Medium,Male,1,-1,7,1,1,1/13/2013 9:36,1/15/2013 10:41
60,M,Caucasian,Greater than 45,Low,Male,2,-1,2,0,0,9/6/2013 10:11,9/17/2013 6:28
44,M,Caucasian,25 - 45,Low,Male,0,-1,2,0,0,8/25/2013 6:20,8/27/2013 8:52
30,F,Hispanic,25 - 45,Low,Male,1,-18,2,0,0,7/28/2013 11:05,8/14/2013 11:25
25,M,African-American,25 - 45,Low,Female,2,-1,4,0,0,3/18/2014 7:02,3/19/2014 1:20
20,F,Caucasian,Less than 25,High,Female,4,-1,8,1,1,8/25/2014 4:16,8/28/2014 1:07
28,F,Caucasian,25 - 45,Medium,Male,3,-1,7,1,1,1/29/2013 7:31,3/7/2013 8:21
22,F,Caucasian,Less than 25,Medium,Male,1,-12,6,0,0,8/3/2013 12:26,8/15/2013 10:46
24,F,Caucasian,Less than 25,High,Male,1,-1,8,1,1,2/28/2013 11:46,3/1/2013 1:12
28,F,African-American,25 - 45,Low,Female,0,-1,3,0,0,3/7/2013 5:06,9/14/2013 5:58
35,F,African-American,25 - 45,Medium,Male,10,-28,6,1,1,11/4/2014 9:02,11/27/2014 4:39
30,M,Caucasian,25 - 45,Low,Male,0,0,1,0,0,9/30/2013 3:43,9/30/2013 8:10
22,F,African-American,Less than 25,Low,Male,0,-1,3,1,1,12/3/2014 7:24,12/10/2014 9:56
39,F,African-American,25 - 45,Medium,Male,9,0,5,0,0,4/25/2013 2:54,4/25/2013 8:07
46,F,Other,Greater than 45,Low,Female,1,-1,1,0,0,9/9/2013 10:34,9/10/2013 7:10
47,M,Other,Greater than 45,Low,Male,3,-1,2,0,0,2/4/2013 9:30,2/8/2013 9:07
26,M,African-American,25 - 45,Medium,Male,5,-1,7,0,0,2/26/2013 9:51,1/16/2014 6:29
23,F,African-American,Less than 25,Low,Female,0,-1,3,0,0,8/17/2013 4:56,9/11/2013 7:01
52,F,African-American,Greater than 45,Medium,Female,0,0,7,1,1,9/21/2014 3:44,9/21/2014 6:36
22,M,African-American,Less than 25,Medium,Female,0,-1,5,1,1,8/6/2014 9:01,8/7/2014 7:57
54,F,Caucasian,Greater than 45,Low,Male,0,-1,2,0,0,11/24/2013 7:56,11/26/2013 9:41
50,M,African-American,Greater than 45,Medium,Male,2,0,6,0,0,9/10/2013 7:08,10/11/2013 6:09
20,F,African-American,Less than 25,Medium,Male,2,-1,5,1,1,9/25/2013 6:05,9/26/2013 9:33
25,F,Caucasian,25 - 45,Low,Male,1,-1,3,0,0,9/28/2013 10:45,9/29/2013 1:47
46,F,Caucasian,Greater than 45,Low,Female,0,0,1,0,0,2/11/2013 6:08,2/11/2013 7:34
22,M,Caucasian,Less than 25,Low,Male,0,-1,4,0,0,2/14/2013 3:45,2/15/2013 8:13
38,F,Caucasian,25 - 45,Low,Male,10,0,4,1,1,3/18/2013 3:51,3/18/2013 2:08
36,F,Hispanic,25 - 45,Low,Female,9,-1,1,1,1,1/24/2014 4:17,1/25/2014 2:04
34,F,African-American,25 - 45,Low,Female,5,-1,2,1,1,3/31/2013 6:26,4/9/2013 11:12
18,F,African-American,Less than 25,Medium,Male,4,7,5,1,1,8/6/2014 11:52,8/30/2014 2:57
26,F,Caucasian,25 - 45,Medium,Female,3,-1,6,1,1,8/9/2013 7:27,8/10/2013 9:45
23,F,Caucasian,Less than 25,Medium,Female,0,-1,6,0,0,8/10/2013 8:22,8/22/2013 5:29
32,M,Hispanic,25 - 45,Medium,Female,8,-8,5,1,1,12/10/2013 7:35,12/17/2013 7:46
44,M,Caucasian,25 - 45,Low,Male,1,0,1,1,1,1/30/2014 4:51,1/30/2014 10:00
53,F,Caucasian,Greater than 45,Low,Male,9,-1,4,1,1,4/14/2013 5:05,8/10/2013 4:59
27,F,African-American,25 - 45,Low,Male,4,0,4,1,1,9/28/2014 3:54,9/29/2014 3:38
25,F,Caucasian,25 - 45,Medium,Male,2,0,6,1,0,2/22/2013 1:53,2/22/2013 9:26
19,F,Caucasian,Less than 25,High,Male,1,-1,10,1,1,11/11/2014 6:37,11/19/2014 9:44
53,F,Caucasian,Greater than 45,Low,Male,0,-1,2,0,0,4/20/2013 4:59,5/1/2013 5:05
39,M,African-American,25 - 45,Low,Male,0,-3,3,0,0,2/1/2013 3:49,2/2/2013 1:43
37,F,Other,25 - 45,Low,Male,2,-1,4,1,1,12/9/2013 1:26,1/29/2014 3:40
27,F,African-American,25 - 45,High,Male,6,0,8,1,1,1/4/2013 1:40,1/4/2013 6:08
21,F,African-American,Less than 25,High,Female,2,-10,10,1,1,5/31/2013 8:17,6/1/2013 8:46
24,F,African-American,Less than 25,High,Female,7,-1,9,0,0,2/11/2014 5:51,2/12/2014 8:36
33,M,Caucasian,25 - 45,Low,Male,0,-1,1,0,0,3/9/2013 4:50,3/10/2013 6:55
24,M,Caucasian,Less than 25,Low,Female,1,-24,4,0,0,4/27/2013 8:34,4/28/2013 2:23
46,F,Caucasian,Greater than 45,Low,Male,1,-4,1,0,0,3/13/2014 11:04,3/14/2014 9:08
32,F,Hispanic,25 - 45,Medium,Male,7,-1,7,0,0,4/5/2013 6:42,4/6/2013 10:10
24,F,Hispanic,Less than 25,Low,Male,2,-25,3,0,0,2/28/2013 1:07,3/9/2013 2:28
38,F,Caucasian,25 - 45,Low,Female,0,-1,1,0,0,3/24/2013 11:21,3/27/2013 3:17
30,F,African-American,25 - 45,High,Male,13,0,10,1,1,3/3/2014 5:50,3/6/2014 3:23
26,M,African-American,25 - 45,High,Male,27,-1,9,1,1,12/13/2014 4:48,12/23/2014 5:37
57,F,Caucasian,Greater than 45,Low,Male,2,-28,1,0,0,1/10/2013 1:43,1/19/2013 5:21
43,F,Caucasian,25 - 45,Low,Male,0,-1,1,0,0,7/31/2013 3:08,8/2/2013 4:52
22,M,African-American,Less than 25,Medium,Male,0,0,6,0,0,3/13/2013 1:52,3/13/2013 2:19
28,M,African-American,25 - 45,High,Female,9,-12,9,1,1,7/25/2013 10:07,8/6/2013 10:33
51,F,Caucasian,Greater than 45,Low,Male,3,-1,4,0,0,2/15/2013 9:25,2/22/2013 7:32
41,F,Hispanic,25 - 45,Low,Male,3,-1,1,0,0,3/12/2014 9:03,3/13/2014 10:10
24,F,Caucasian,Less than 25,Medium,Male,1,-1,7,0,0,1/25/2013 7:16,1/26/2013 7:21
48,F,African-American,Greater than 45,Low,Male,3,-1,2,1,1,10/12/2013 5:11,10/13/2013 7:23
26,M,Caucasian,25 - 45,Low,Male,0,-1,3,1,1,7/19/2014 4:58,7/21/2014 1:33
31,F,African-American,25 - 45,Low,Male,6,0,2,1,1,12/28/2013 7:07,12/29/2013 2:49
27,M,African-American,25 - 45,High,Male,6,-1,10,0,0,2/2/2013 6:25,2/3/2013 6:39
25,M,African-American,25 - 45,Low,Male,0,-1,4,0,0,2/2/2014 5:51,2/3/2014 1:14
56,M,Caucasian,Greater than 45,Low,Male,3,0,3,0,0,5/14/2013 3:48,5/14/2013 8:07
29,M,African-American,25 - 45,Low,Female,1,-1,4,0,0,1/5/2014 10:19,1/7/2014 3:49
30,F,Caucasian,25 - 45,Low,Female,3,-1,3,1,1,8/26/2014 5:40,8/26/2014 9:02
21,F,African-American,Less than 25,High,Male,0,-1,8,0,0,4/9/2013 2:31,4/11/2013 5:08
22,F,Caucasian,Less than 25,Low,Male,1,-2,4,1,1,7/20/2013 7:21,7/21/2013 1:46
28,M,African-American,25 - 45,Low,Female,0,-1,2,0,0,9/23/2013 11:18,9/24/2013 9:19
35,F,African-American,25 - 45,Low,Male,2,0,1,0,0,2/6/2014 12:45,2/6/2014 9:34
23,F,Caucasian,Less than 25,Low,Male,0,-1,2,0,0,3/14/2013 4:59,3/15/2013 6:34
48,F,African-American,Greater than 45,High,Male,4,0,8,0,0,2/11/2014 2:21,2/11/2014 8:51
22,M,Caucasian,Less than 25,High,Male,4,-1,8,1,1,4/18/2014 10:38,4/21/2014 8:08
37,F,African-American,25 - 45,High,Male,2,0,9,0,0,2/17/2013 12:47,8/6/2013 6:12
33,F,African-American,25 - 45,Low,Male,0,-1,1,0,0,2/3/2014 1:54,2/4/2014 1:11
23,F,African-American,Less than 25,Medium,Male,5,-1,7,1,1,3/1/2014 9:22,3/3/2014 2:30
22,M,African-American,Less than 25,Medium,Male,0,-1,7,1,1,6/21/2014 9:10,6/22/2014 8:04
24,F,African-American,Less than 25,Low,Male,0,0,4,0,0,1/16/2014 12:57,1/17/2014 2:06
44,M,African-American,25 - 45,Medium,Male,2,-1,7,0,0,1/25/2013 6:09,1/30/2013 8:27
26,M,African-American,25 - 45,Low,Female,0,-1,2,0,0,8/16/2013 11:58,8/17/2013 1:12
29,F,African-American,25 - 45,Medium,Male,2,-1,6,0,0,10/24/2013 5:41,10/26/2013 3:05
26,F,Hispanic,25 - 45,Low,Male,0,-1,2,0,0,5/27/2013 7:12,5/28/2013 1:57
30,M,Caucasian,25 - 45,Low,Male,1,-1,1,0,0,5/27/2013 11:20,5/28/2013 8:51
23,F,African-American,Less than 25,Medium,Male,1,-1,6,1,1,4/17/2013 8:54,4/21/2013 4:37
42,F,Other,25 - 45,Low,Male,1,-2,2,0,0,2/20/2013 1:05,2/21/2013 7:53
28,F,African-American,25 - 45,Low,Female,0,-1,3,1,1,3/17/2013 6:10,3/19/2013 11:32
20,F,African-American,Less than 25,Low,Male,0,-1,3,0,0,1/10/2014 4:49,1/21/2014 7:13
24,M,Caucasian,Less than 25,Medium,Female,7,-1,7,0,0,1/1/2014 4:54,1/2/2014 8:10
36,F,Other,25 - 45,Medium,Female,6,-21,7,1,1,2/13/2014 3:07,2/13/2014 8:19
37,F,African-American,25 - 45,Low,Male,6,-1,2,1,1,5/31/2014 10:40,6/1/2014 8:20
21,F,African-American,Less than 25,High,Female,1,-1,9,0,0,4/26/2013 4:34,4/30/2013 5:46
27,F,African-American,25 - 45,Medium,Male,8,-1,5,1,1,7/19/2014 11:52,8/14/2014 5:28
26,F,African-American,25 - 45,Low,Male,2,-1,4,1,1,8/26/2013 11:16,8/27/2013 6:56
42,M,Caucasian,25 - 45,Low,Male,0,0,1,0,0,10/13/2013 1:34,10/19/2013 8:32
23,F,African-American,Less than 25,High,Male,8,-1,10,1,1,1/3/2014 10:20,1/6/2014 8:02
55,M,Caucasian,Greater than 45,Low,Female,0,-3,1,0,0,2/9/2014 9:45,2/10/2014 9:40
24,F,Caucasian,Less than 25,Medium,Male,1,-1,6,1,1,10/22/2013 6:22,10/26/2013 5:10
23,M,African-American,Less than 25,Low,Male,0,0,4,0,0,5/3/2013 3:57,5/4/2013 3:31
64,F,African-American,Greater than 45,Low,Female,0,-1,1,0,0,4/26/2013 7:02,4/30/2013 8:30
48,M,Other,Greater than 45,Low,Male,0,-1,1,0,0,9/22/2013 5:49,9/24/2013 4:27
39,F,African-American,25 - 45,Medium,Female,0,0,5,1,1,2/22/2013 12:24,4/21/2013 4:55
30,M,Caucasian,25 - 45,Low,Male,0,-1,2,0,0,5/25/2013 9:00,5/26/2013 8:33
22,M,African-American,Less than 25,Low,Female,1,-3,4,0,0,1/4/2014 1:34,1/4/2014 1:28
20,F,African-American,Less than 25,Medium,Male,2,0,6,1,1,10/14/2014 3:01,12/11/2014 10:14
21,F,African-American,Less than 25,Low,Male,0,-1,4,1,1,11/4/2013 3:52,11/8/2013 9:12
24,F,Caucasian,Less than 25,Low,Male,0,0,4,0,0,10/17/2013 2:19,10/17/2013 7:42
30,M,African-American,25 - 45,Medium,Male,3,-1,7,0,0,4/28/2013 4:58,11/20/2013 9:13
51,F,African-American,Greater than 45,High,Male,12,21,8,1,1,6/20/2014 11:16,11/19/2014 2:03
21,F,African-American,Less than 25,High,Male,1,-1,10,1,1,12/25/2013 6:34,12/27/2013 6:20
31,F,African-American,25 - 45,High,Male,1,-1,10,0,0,9/11/2013 3:42,9/12/2013 1:29
23,M,African-American,Less than 25,Medium,Male,2,-1,7,1,1,2/16/2013 6:08,2/20/2013 5:21
23,M,Hispanic,Less than 25,Medium,Male,0,-1,7,0,0,2/26/2013 1:06,2/27/2013 1:44
32,F,African-American,25 - 45,Low,Male,4,-1,4,1,1,11/15/2013 6:14,11/16/2013 8:19
28,F,African-American,25 - 45,Medium,Male,11,-1,6,1,1,2/6/2013 2:17,2/8/2013 7:30
24,F,African-American,Less than 25,Low,Male,0,-1,2,0,0,2/14/2014 1:26,2/15/2014 8:43
19,F,African-American,Less than 25,Low,Female,1,-1,4,1,1,12/6/2014 4:25,12/8/2014 9:29
31,M,Other,25 - 45,Low,Male,1,0,1,0,0,11/27/2013 3:46,11/28/2013 2:38
29,F,African-American,25 - 45,Low,Male,3,0,4,1,1,2/20/2013 1:28,2/20/2013 1:32
41,F,African-American,25 - 45,Medium,Male,6,-1,6,1,1,12/1/2013 4:32,1/9/2014 9:57
28,M,African-American,25 - 45,Low,Male,4,-1,3,1,1,11/7/2013 7:17,12/11/2013 9:33
29,F,Caucasian,25 - 45,Low,Male,6,-1,4,1,1,3/27/2014 9:27,3/28/2014 1:15
49,F,Caucasian,Greater than 45,Medium,Male,0,-1,5,0,0,2/13/2013 5:22,2/14/2013 10:04
42,M,Caucasian,25 - 45,Low,Male,0,0,1,0,0,3/26/2014 12:42,3/26/2014 8:34
38,M,African-American,25 - 45,Low,Male,4,-1,2,0,0,9/25/2013 11:38,9/26/2013 7:54
22,F,African-American,Less than 25,Medium,Male,3,-1,6,1,1,11/16/2013 8:07,12/2/2013 9:03
46,M,Caucasian,Greater than 45,Low,Male,0,-1,2,1,1,1/20/2013 10:33,2/27/2013 5:23
38,F,African-American,25 - 45,Low,Male,0,-1,3,1,1,11/10/2013 4:15,11/11/2013 7:49
36,F,African-American,25 - 45,Medium,Male,0,-1,6,0,0,10/22/2013 5:43,10/23/2013 1:34
22,F,Caucasian,Less than 25,High,Male,6,-1,9,1,1,8/26/2013 9:12,8/27/2013 7:05
29,M,African-American,25 - 45,High,Male,11,-1,10,0,0,2/27/2013 10:06,2/28/2013 7:41
39,M,African-American,25 - 45,Low,Male,2,-1,2,0,0,4/21/2013 4:21,4/22/2013 6:59
47,M,Caucasian,Greater than 45,Low,Male,0,-1,2,0,0,5/13/2013 9:39,5/16/2013 6:45
26,F,African-American,25 - 45,High,Male,7,-1,10,1,1,2/22/2013 5:14,2/24/2013 2:35
21,F,African-American,Less than 25,Medium,Female,0,-4,5,1,1,1/31/2013 3:17,2/4/2013 12:31
63,M,African-American,Greater than 45,Low,Male,2,-1,1,0,0,3/28/2014 11:14,3/30/2014 4:46
27,F,African-American,25 - 45,Low,Male,2,-1,2,1,1,12/25/2013 11:06,12/26/2013 8:38
55,M,Caucasian,Greater than 45,Medium,Male,27,-1,5,0,0,3/29/2014 8:00,3/31/2014 3:18
54,M,Other,Greater than 45,Low,Male,2,-1,2,1,1,9/7/2013 5:25,9/8/2013 6:43
26,F,Caucasian,25 - 45,Medium,Male,0,-1,5,1,1,11/25/2014 10:53,11/27/2014 4:43
37,M,Caucasian,25 - 45,Low,Male,1,-9,2,0,0,11/5/2013 5:01,11/6/2013 1:55
34,F,African-American,25 - 45,Low,Male,0,-1,1,0,0,2/11/2013 4:22,2/12/2013 7:48
48,F,Hispanic,Greater than 45,Low,Female,4,-6,1,1,1,6/27/2014 5:16,6/28/2014 12:59
25,F,African-American,25 - 45,Medium,Male,2,-1,7,1,1,10/19/2014 9:45,12/8/2014 8:36
57,F,Other,Greater than 45,Low,Male,0,-1,1,1,0,9/10/2013 9:26,9/11/2013 1:40
21,F,Hispanic,Less than 25,Low,Male,0,-1,3,1,1,8/6/2014 8:12,8/8/2014 4:02
32,F,African-American,25 - 45,High,Male,8,-1,9,0,0,9/16/2013 6:50,9/17/2013 7:08
25,F,African-American,25 - 45,High,Female,5,-1,9,1,1,4/23/2013 11:49,4/24/2013 7:42
33,F,African-American,25 - 45,Low,Female,2,-1,3,1,1,3/5/2014 3:53,3/7/2014 5:21
26,F,African-American,25 - 45,Medium,Male,2,-1,5,1,1,8/20/2013 8:29,9/11/2013 5:35
29,M,African-American,25 - 45,Low,Male,2,-1,4,0,0,5/7/2013 3:17,5/10/2013 9:37
28,M,Caucasian,25 - 45,Low,Male,6,0,4,1,1,3/16/2013 12:00,3/18/2013 7:35
53,F,African-American,Greater than 45,Medium,Male,20,-3,5,0,0,10/15/2013 6:39,10/18/2013 10:33
57,M,Hispanic,Greater than 45,Low,Male,1,-15,1,0,0,2/24/2013 5:08,2/25/2013 7:21
27,F,Caucasian,25 - 45,Low,Male,0,-1,2,0,0,4/15/2013 6:32,5/29/2013 1:43
48,F,Caucasian,Greater than 45,Low,Male,0,-1,2,0,0,1/23/2014 9:26,1/24/2014 9:36
29,M,Hispanic,25 - 45,Low,Male,0,0,2,1,1,10/1/2014 4:15,10/4/2014 9:16
25,M,Caucasian,25 - 45,Low,Male,1,0,4,1,1,9/22/2014 3:22,9/25/2014 4:34
67,F,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,5/3/2013 11:25,5/5/2013 7:13
29,M,African-American,25 - 45,Medium,Male,2,0,5,1,0,11/16/2013 2:35,11/16/2013 7:53
53,F,African-American,Greater than 45,Low,Female,3,-1,2,0,0,5/22/2013 2:23,5/24/2013 9:54
49,F,African-American,Greater than 45,Low,Male,0,-4,1,0,0,3/14/2013 11:29,3/15/2013 7:01
44,M,Caucasian,25 - 45,Low,Female,0,-1,1,1,0,11/1/2013 8:05,11/2/2013 1:19
55,F,Hispanic,Greater than 45,Low,Female,0,-1,1,0,0,3/21/2014 8:37,3/22/2014 1:21
26,F,African-American,25 - 45,High,Male,10,-1,8,1,1,12/7/2014 9:09,12/9/2014 10:26
46,M,African-American,Greater than 45,Low,Male,0,-1,1,1,0,12/30/2013 5:41,12/31/2013 1:23
30,F,Caucasian,25 - 45,Low,Male,1,-1,3,1,1,5/6/2013 6:10,5/7/2013 1:19
48,F,African-American,Greater than 45,Medium,Female,0,-1,6,1,1,6/22/2014 10:10,7/2/2014 3:07
77,M,African-American,Greater than 45,Low,Male,1,-1,1,1,1,3/31/2014 5:06,4/2/2014 12:46
21,F,African-American,Less than 25,High,Male,2,-1,10,1,1,9/12/2013 11:37,9/13/2013 11:41
54,F,African-American,Greater than 45,Low,Male,4,-1,3,1,1,10/11/2013 4:00,10/14/2013 5:36
54,F,Caucasian,Greater than 45,Low,Male,3,-1,2,0,0,4/24/2013 9:17,4/25/2013 1:20
26,F,African-American,25 - 45,High,Male,15,-1,9,0,0,1/21/2014 4:59,3/5/2014 4:11
23,F,African-American,Less than 25,High,Male,8,0,9,1,1,4/27/2013 5:08,1/7/2014 6:58
39,F,Caucasian,25 - 45,Low,Male,2,0,2,0,0,11/15/2013 3:22,12/3/2013 11:40
35,F,Hispanic,25 - 45,Medium,Male,13,-1,7,0,0,11/5/2013 6:09,11/9/2013 9:07
29,M,African-American,25 - 45,Low,Male,1,-1,1,1,1,9/14/2013 2:30,9/15/2013 1:33
30,M,African-American,25 - 45,Low,Male,9,-1,4,1,1,2/5/2014 2:24,2/6/2014 9:14
41,F,African-American,25 - 45,Low,Male,6,-1,3,1,0,9/5/2013 3:59,9/11/2013 5:35
32,M,African-American,25 - 45,High,Male,1,-1,10,0,0,10/13/2013 9:56,2/5/2014 11:25
48,M,African-American,Greater than 45,Medium,Male,12,-24,6,0,0,3/16/2013 12:22,3/16/2013 1:38
52,M,African-American,Greater than 45,Medium,Male,0,-1,6,1,1,11/27/2014 9:00,12/1/2014 10:10
31,F,African-American,25 - 45,Low,Male,3,0,1,1,1,9/6/2013 12:54,9/6/2013 9:10
22,F,Caucasian,Less than 25,Medium,Male,1,-1,5,1,1,9/16/2013 7:00,9/17/2013 12:10
46,M,Caucasian,Greater than 45,Low,Female,0,0,1,0,0,9/7/2013 12:48,9/7/2013 9:24
29,F,African-American,25 - 45,Low,Male,7,-1,4,1,1,5/6/2014 7:36,5/7/2014 8:47
22,F,African-American,Less than 25,Medium,Female,0,-2,7,0,0,5/7/2013 4:52,5/8/2013 1:00
39,F,African-American,25 - 45,Low,Male,8,-1,4,0,0,4/11/2013 2:07,5/21/2013 6:41
35,F,African-American,25 - 45,Medium,Male,9,-1,6,0,0,8/14/2013 3:08,8/15/2013 7:53
26,M,African-American,25 - 45,Low,Male,1,0,1,0,0,1/21/2014 1:53,2/4/2014 7:20
27,F,African-American,25 - 45,Low,Male,1,0,2,1,0,2/27/2013 12:25,2/27/2013 2:41
27,F,African-American,25 - 45,High,Male,5,-28,10,1,1,5/27/2014 8:49,6/24/2014 11:02
34,F,Caucasian,25 - 45,High,Female,10,22,9,1,1,9/18/2014 11:18,10/2/2014 9:03
32,M,African-American,25 - 45,Low,Female,0,0,1,1,1,12/17/2014 1:46,12/17/2014 8:04
25,F,African-American,25 - 45,High,Male,5,-1,9,1,1,3/11/2013 9:55,3/16/2013 7:55
22,M,Caucasian,Less than 25,Medium,Male,2,-1,5,1,1,3/27/2014 8:50,4/21/2014 5:34
52,F,African-American,Greater than 45,High,Male,7,-1,9,1,1,4/23/2013 4:49,8/19/2013 2:59
21,F,African-American,Less than 25,High,Male,2,0,10,1,1,9/13/2013 6:24,9/14/2013 4:42
28,F,African-American,25 - 45,High,Male,11,-1,9,1,1,5/14/2014 11:19,5/16/2014 3:45
26,F,Hispanic,25 - 45,Medium,Male,0,-1,6,0,0,8/25/2013 1:25,8/25/2013 5:58
23,M,Caucasian,Less than 25,Low,Male,4,-1,4,1,1,10/3/2013 10:35,10/11/2013 6:19
31,M,African-American,25 - 45,Low,Male,1,-1,1,0,0,5/11/2013 3:14,5/12/2013 7:01
34,M,Caucasian,25 - 45,Medium,Male,1,-1,5,0,0,5/26/2013 9:18,5/27/2013 6:09
32,M,African-American,25 - 45,Low,Male,0,-1,4,0,0,4/6/2013 10:24,4/7/2013 1:32
50,M,Caucasian,Greater than 45,Low,Female,0,-3,3,1,1,8/9/2013 1:00,8/9/2013 6:29
27,M,African-American,25 - 45,Medium,Male,1,-1,5,0,0,4/12/2013 9:18,4/13/2013 8:25
26,F,African-American,25 - 45,Low,Female,4,-1,3,0,0,1/16/2014 9:09,1/18/2014 12:04
27,F,African-American,25 - 45,Medium,Male,4,-1,5,1,1,10/26/2014 10:19,10/28/2014 4:09
29,F,Caucasian,25 - 45,Low,Male,0,0,3,1,1,3/12/2013 2:57,3/13/2013 2:33
58,M,African-American,Greater than 45,Low,Male,0,-1,1,0,0,1/12/2013 3:18,1/13/2013 12:41
27,F,African-American,25 - 45,High,Male,14,0,10,1,1,1/9/2013 12:01,1/11/2013 3:18
28,F,African-American,25 - 45,Medium,Male,5,0,5,1,1,3/24/2013 1:27,3/24/2013 6:38
24,F,African-American,Less than 25,High,Male,15,-1,10,1,1,4/17/2013 7:43,4/19/2013 9:18
50,M,Caucasian,Greater than 45,Low,Male,0,-1,1,0,0,12/1/2013 5:20,12/2/2013 9:13
30,F,African-American,25 - 45,High,Female,15,-4,9,1,1,12/6/2013 12:19,12/6/2013 7:38
46,F,Hispanic,Greater than 45,Low,Male,0,-1,1,0,0,11/16/2013 6:24,11/17/2013 8:15
43,F,Caucasian,25 - 45,Low,Male,0,-1,1,1,1,5/13/2013 4:41,5/14/2013 6:46
24,F,Caucasian,Less than 25,Low,Male,0,-1,2,1,1,1/3/2014 9:09,1/4/2014 1:32
34,F,African-American,25 - 45,Medium,Male,10,-1,7,0,0,2/5/2013 5:25,2/6/2013 7:15
26,F,Caucasian,25 - 45,Low,Male,2,-1,2,0,0,1/17/2014 4:03,1/20/2014 8:01
31,F,Caucasian,25 - 45,Low,Male,0,-1,1,0,0,1/15/2013 7:55,1/16/2013 6:46
23,F,African-American,Less than 25,Low,Male,1,-24,3,1,1,7/12/2013 4:45,8/3/2013 12:58
39,F,African-American,25 - 45,Low,Male,0,-1,1,0,0,9/16/2013 7:16,10/4/2013 9:01
50,F,African-American,Greater than 45,Low,Male,4,-1,1,1,1,12/27/2014 5:07,12/28/2014 1:52
22,M,African-American,Less than 25,Medium,Female,0,-1,6,0,0,10/7/2013 3:03,10/8/2013 8:59
